street_address,location_area,municipality,final_price,price_per_m2,price_change_percent,sold_date,living_area_m2,non_living_area_m2,rooms,plot_area_m2,url
Kåbovägen 15,Kåbo,Uppsala kommun,10600000,45106.38,-14.0,,235.0,,8.0,1501.0,/salda/villa-8rum-kabo-uppsala-kommun-kabovagen-15-1065696
Blåhakevägen 17B,Sunnersta,Uppsala kommun,5100000,27567.57,-5.0,,185.0,32.0,7.0,1037.0,/salda/villa-7rum-sunnersta-uppsala-kommun-blahakevagen-17b-1063796
Blåmesvägen 4B,Sunnersta,Uppsala kommun,6205000,40032.26,10.0,,155.0,150.0,8.0,1098.0,/salda/villa-8rum-sunnersta-uppsala-kommun-blamesvagen-4b-1061771
Blåmesvägen 4A,Sunnersta,Uppsala kommun,4700000,37600.0,4.0,,125.0,,4.0,1037.0,/salda/villa-4rum-sunnersta-uppsala-kommun-blamesvagen-4a-1061520
Svankärrsvägen 6H,Sunnersta,Uppsala kommun,6200000,41333.33,19.0,,150.0,,6.0,304.0,/salda/villa-6rum-sunnersta-uppsala-kommun-svankarrsvagen-6h-1056973
Seglarvägen 6B,Sunnersta - Graneberg,Uppsala kommun,3500000,30172.41,-46.0,,116.0,,4.0,808.0,/salda/villa-4rum-sunnersta-graneberg-uppsala-kommun-seglarvagen-6b-1055197
Librobäcksvägen 97,Uppsala,Uppsala kommun,600000,24000.0,-12.0,,25.0,,2.0,520.0,/salda/villa-2rum-uppsala-uppsala-kommun-librobacksvagen-97-1055111
Spillkråksvägen 10,Sunnersta,Uppsala kommun,4025000,36926.61,-18.0,,109.0,109.0,6.0,968.0,/salda/villa-6rum-sunnersta-uppsala-kommun-spillkraksvagen-10-1051791
Entitevägen 8,Sunnersta,Uppsala kommun,6150000,35964.91,0.0,,171.0,124.0,7.0,1561.6,/salda/villa-7rum-sunnersta-uppsala-kommun-entitevagen-8-1048591
Sunnerstavägen 10 B,Sunnersta,Uppsala kommun,5630000,43643.41,6.0,,129.0,120.0,5.0,984.0,/salda/villa-5rum-sunnersta-uppsala-kommun-sunnerstavagen-10-b-1041086
Nåntuna backe 44,Nåntuna Backe,Uppsala kommun,4575000,34141.79,-3.0,,134.0,,4.5,855.0,"/salda/villa-4,5rum-nantuna-backe-uppsala-kommun-nantuna-backe-44-1037966"
Österängsgatan 43,Fålhagen,Uppsala kommun,5135000,43516.95,8.0,,118.0,,4.0,101.0,/salda/villa-4rum-falhagen-uppsala-kommun-osterangsgatan-43-1037918
Frejs väg 23B,Gamla Uppsala,Uppsala kommun,4770000,27102.27,-4.0,,176.0,,6.0,742.0,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-frejs-vag-23b-1037781
Mellanvägen 4A,Norby,Uppsala kommun,5900000,42142.86,-1.0,,140.0,,6.0,1045.2,/salda/villa-6rum-norby-uppsala-kommun-mellanvagen-4a-1035378
Linvägen 22,Nåntuna / Vilan,Uppsala kommun,5795000,36218.75,0.0,,160.0,30.0,5.5,674.0,"/salda/villa-5,5rum-nantuna-vilan-uppsala-kommun-linvagen-22-1033867"
Idas väg 4,Uppsala,Uppsala kommun,6100000,38125.0,2.0,,160.0,10.0,7.0,1061.0,/salda/villa-7rum-nantuna-vilan-uppsala-kommun-idas-vag-4-1030972
Iduns väg 6,Gamla Uppsala,Uppsala kommun,5650000,67261.9,31.0,,84.0,84.0,6.0,1721.0,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-iduns-vag-6-1031106
Hällvägen 12,Bergsbrunna,Uppsala kommun,5555000,43740.16,1.0,,127.0,49.0,6.5,1428.0,"/salda/villa-6,5rum-bergsbrunna-uppsala-kommun-hallvagen-12-1030727"
Sävja vråkväg 7A,Bergsbrunna,Uppsala kommun,2500000,21551.72,-53.0,,116.0,,4.0,707.0,/salda/villa-4rum-bergsbrunna-uppsala-kommun-savja-vrakvag-7a-1030158
Norby källväg 3A,Norby,Uppsala kommun,6950000,35824.74,1.0,,194.0,42.0,8.0,1071.0,/salda/villa-8rum-norby-uppsala-kommun-norby-kallvag-3a-1029173
Häckvägen  12B,Sunnersta,Uppsala kommun,4610000,33897.06,2.0,,136.0,80.0,5.0,745.0,/salda/villa-5rum-sunnersta-uppsala-kommun-hackvagen-12b-1029045
Rapphönsvägen  14A,Sunnersta,Uppsala kommun,6600000,35869.57,5.0,,184.0,70.0,8.0,931.0,/salda/villa-8rum-sunnersta-uppsala-kommun-rapphonsvagen-14a-1026239
Störvägen 18,Valsätra,Uppsala kommun,4450000,39732.14,14.0,,112.0,100.0,5.0,541.6,/salda/villa-5rum-valsatra-uppsala-kommun-storvagen-18-1025497
Svankärrsvägen 33,Sunnersta,Uppsala kommun,5110000,30236.69,9.0,,169.0,108.0,7.0,1501.0,/salda/villa-7rum-sunnersta-uppsala-kommun-svankarrsvagen-33-1024642
Morkullevägen 25,Sunnersta,Uppsala kommun,7000000,40000.0,8.0,,175.0,79.0,8.0,822.0,/salda/villa-8rum-sunnersta-uppsala-kommun-morkullevagen-25-1024595
Silkesvägen 1,Vilan,Uppsala kommun,5450000,39208.63,9.0,,139.0,,6.0,529.0,/salda/villa-6rum-vilan-uppsala-kommun-silkesvagen-1-1022417
Elin Wägnersgatan 18,Nyby,Uppsala kommun,4800000,35036.5,-2.0,,137.0,,5.0,400.0,/salda/villa-5rum-nyby-uppsala-kommun-elin-wagnersgatan-18-1023387
Hässelby park 8A-B,Uppsala,Uppsala kommun,4545000,34961.54,1.0,,130.0,65.0,4.0,1857.4,/salda/villa-4rum-uppsala-stad-uppsala-kommun-hasselby-park-8a-b-1024852
Arngrims gränd 4,Gamla Uppsala,Uppsala kommun,4950000,39919.35,10.0,,124.0,124.0,8.0,811.3,/salda/villa-8rum-gamla-uppsala-uppsala-kommun-arngrims-grand-4-1021823
Blåhakevägen 38,Sunnersta,Uppsala kommun,4650000,39743.59,9.0,,117.0,117.0,5.0,852.1,/salda/villa-5rum-sunnersta-uppsala-kommun-blahakevagen-38-1021461
Brodyrvägen 3,Nåntuna,Uppsala kommun,4370000,41619.05,18.0,,105.0,105.0,4.0,452.0,/salda/villa-4rum-nantuna-uppsala-kommun-brodyrvagen-3-1026386
Berthågavägen 10 B,Berthåga,Uppsala kommun,5400000,36734.69,5.0,,147.0,,5.0,759.0,/salda/villa-5rum-berthaga-uppsala-kommun-berthagavagen-10-b-1023099
Laduvägen  1,Valsätra,Uppsala kommun,6850000,40294.12,-2.0,,170.0,170.0,9.0,695.0,/salda/villa-9rum-valsatra-uppsala-kommun-laduvagen-1-1016076
Tornsvalevägen 3,Sunnersta,Uppsala kommun,6350000,26793.25,8.0,,237.0,22.0,7.0,909.0,/salda/villa-7rum-sunnersta-uppsala-kommun-tornsvalevagen-3-1004423
Tunagatan  68,Bärby Hage,Uppsala kommun,5400000,71052.63,10.0,,76.0,76.0,6.0,769.0,/salda/villa-6rum-barby-hage-uppsala-kommun-tunagatan-68-1013785
Norrbergsvägen 12,Eriksberg,Uppsala kommun,5505000,53970.59,10.0,,102.0,61.0,4.0,933.0,/salda/villa-4rum-eriksberg-uppsala-kommun-norrbergsvagen-12-1008495
Timjansgatan 81,Uppsala,Uppsala kommun,4610000,42293.58,1.0,,109.0,109.0,8.0,285.5,/salda/villa-8rum-uppsala-stad-uppsala-kommun-timjansgatan-81-1014184
Statarvägen 26,Norby,Uppsala kommun,7495000,51689.66,0.0,,145.0,145.0,6.0,616.0,/salda/villa-6rum-norby-uppsala-kommun-statarvagen-26-1011253
Iduns väg 9,Gamla Uppsala,Uppsala kommun,4500000,60810.81,-2.0,,74.0,74.0,3.0,1128.0,/salda/villa-3rum-gamla-uppsala-uppsala-kommun-iduns-vag-9-1004479
Brostugevägen  6A,Sunnersta,Uppsala kommun,10575000,42300.0,6.0,,250.0,,10.0,2290.0,/salda/villa-10rum-sunnersta-uppsala-kommun-brostugevagen-6a-1003737
Slåttervägen 8,Uppsala,Uppsala kommun,7570000,43257.14,9.0,,175.0,,6.0,781.0,/salda/villa-6rum-uppsala-stad-uppsala-kommun-slattervagen-8-1015313
Enskiftesvägen 11,Valsätra,Uppsala kommun,6700000,44666.67,12.0,,150.0,,6.0,784.0,/salda/villa-6rum-valsatra-uppsala-kommun-enskiftesvagen-11-1001757
Gärdesvägen 14D,Sunnersta,Uppsala kommun,3600000,40000.0,11.0,,90.0,,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-gardesvagen-14d-1001456
Mimersvägen 19,Gamla Uppsala,Uppsala kommun,5020000,52291.67,8.0,,96.0,96.0,7.0,743.1,/salda/villa-7rum-gamla-uppsala-uppsala-kommun-mimersvagen-19-999092
Videvägen 3,Sunnersta,Uppsala kommun,3700000,28030.3,-7.0,,132.0,,4.0,1720.0,/salda/villa-4rum-sunnersta-uppsala-kommun-videvagen-3-998134
Herman Flodkvists väg 8,Ultuna,Uppsala kommun,3650000,55303.03,31.0,,66.0,63.0,3.0,901.0,/salda/villa-3rum-ultuna-uppsala-kommun-herman-flodkvists-vag-8-996384
Eskadergatan 18,Tunabackar,Uppsala kommun,6000000,55045.87,0.0,,109.0,109.0,9.0,695.1,/salda/villa-9rum-tunabackar-uppsala-kommun-eskadergatan-18-995551
Storskiftesvägen 13,Valsätra,Uppsala kommun,5000000,36764.71,2.0,,136.0,,5.0,399.0,/salda/villa-5rum-valsatra-uppsala-kommun-storskiftesvagen-13-994136
Bergsbrunna villaväg 22,Bergsbrunna,Uppsala kommun,5750000,33625.73,-1.0,,171.0,96.0,7.0,1243.0,/salda/villa-7rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-22-993354
Orrstigen 5A,Sunnersta,Uppsala kommun,4750000,28787.88,-2.0,,165.0,131.0,9.0,833.0,/salda/villa-9rum-sunnersta-uppsala-kommun-orrstigen-5a-979644
Seglarvägen 10,Sunnersta,Uppsala kommun,6710000,63301.89,14.0,,106.0,,5.0,1683.0,/salda/villa-5rum-sunnersta-uppsala-kommun-seglarvagen-10-980093
Klarbärsgatan 125,Uppsala,Uppsala kommun,4250000,32945.74,2.0,,129.0,,5.0,316.0,/salda/villa-5rum-uppsala-stad-uppsala-kommun-klarbarsgatan-125-998151
Rosenvägen 42 B,Sunnersta,Uppsala kommun,7525000,38589.74,0.0,,195.0,,8.0,1242.0,/salda/villa-8rum-sunnersta-uppsala-kommun-rosenvagen-42-b-978070
Timjansgatan  63,Årsta,Uppsala kommun,3750000,34403.67,-1.0,,109.0,109.0,10.0,,/salda/villa-10rum-arsta-uppsala-kommun-timjansgatan-63-976630
Eksoppsvägen 42,Norby,Uppsala kommun,5150000,36785.71,10.0,,140.0,,6.0,480.0,/salda/villa-6rum-norby-uppsala-kommun-eksoppsvagen-42-975727
Murkelvägen  2,Norby,Uppsala kommun,4375000,35000.0,5.0,,125.0,,7.0,638.0,/salda/villa-7rum-norby-uppsala-kommun-murkelvagen-2-967467
Jan Fridegårds väg 36,Gamla Uppsala,Uppsala kommun,4900000,37692.31,0.0,,130.0,7.0,5.0,341.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-jan-fridegards-vag-36-997834
Rödhakevägen 37,Sunnersta,Uppsala kommun,5175000,46205.36,5.0,,112.0,143.0,7.0,819.8,/salda/villa-7rum-sunnersta-uppsala-kommun-rodhakevagen-37-973818
Jordgubbsgatan  16,Årsta,Uppsala kommun,5550000,38541.67,6.0,,144.0,8.0,6.0,820.0,/salda/villa-6rum-arsta-uppsala-kommun-jordgubbsgatan-16-975918
Bruksvägen 24,Eriksberg,Uppsala kommun,8550000,44531.25,8.0,,192.0,29.0,6.0,1210.0,/salda/villa-6rum-eriksberg-uppsala-kommun-bruksvagen-24-966254
Timjansgatan 71,Uppsala,Uppsala kommun,4730000,43394.5,5.0,,109.0,109.0,6.0,,/salda/villa-6rum-uppsala-uppsala-kommun-timjansgatan-71-966412
Herrhagens byväg 35,Herrhagen,Uppsala kommun,3400000,28099.17,3.0,,121.0,,5.0,,/salda/villa-5rum-herrhagen-uppsala-kommun-herrhagens-byvag-35-964403
Almstigen 44,Sunnersta,Uppsala kommun,4100000,28082.19,11.0,,146.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-almstigen-44-957821
Handarbetsvägen  32,Nåntuna,Uppsala kommun,3750000,27777.78,-11.0,,135.0,,6.0,,/salda/villa-6rum-nantuna-uppsala-kommun-handarbetsvagen-32-948314
Rapphönsvägen 10 A,Sunnersta,Uppsala kommun,5350000,43495.93,-2.0,,123.0,160.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-rapphonsvagen-10-a-944725
Skoguls gränd 1,Gamla Uppsala,Uppsala kommun,5820000,52909.09,3.0,,110.0,105.0,7.0,,/salda/villa-7rum-gamla-uppsala-uppsala-kommun-skoguls-grand-1-944302
Ringduvevägen  4A,Sunnersta,Uppsala kommun,3660000,30756.3,5.0,,119.0,92.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-ringduvevagen-4a-943919
Nåntuna backe  18,Nåntuna Backe,Uppsala kommun,4600000,32394.37,-6.0,,142.0,13.0,5.0,,/salda/villa-5rum-nantuna-backe-uppsala-kommun-nantuna-backe-18-943630
Tuskaftsvägen 10,Nåntuna-Vilan,Uppsala kommun,5670000,36114.65,8.0,,157.0,27.0,6.0,,/salda/villa-6rum-nantuna-vilan-uppsala-kommun-tuskaftsvagen-10-942353
Milstensvägen 22,Uppsala,Uppsala kommun,5650000,36688.31,-1.0,,154.0,,5.0,,/salda/villa-5rum-herrhagen-uppsala-kommun-milstensvagen-22-938180
Gårdsvägen 12,Bergsbrunna,Uppsala kommun,4685000,32534.72,4.0,,144.0,42.0,5.0,,/salda/villa-5rum-bergsbrunna-uppsala-kommun-gardsvagen-12-937978
Kronparksvägen  3,Nåntuna,Uppsala kommun,4350000,51785.71,-1.0,,84.0,84.0,5.0,,/salda/villa-5rum-nantuna-uppsala-kommun-kronparksvagen-3-934813
Nannas väg 12,Gamla Uppsala,Uppsala kommun,6300000,26141.08,-13.0,,241.0,110.0,9.0,,/salda/villa-9rum-gamla-uppsala-uppsala-kommun-nannas-vag-12-927575
Besmansvägen 6,Valsätra,Uppsala kommun,6100000,43571.43,0.0,,140.0,140.0,7.0,,/salda/villa-7rum-valsatra-uppsala-kommun-besmansvagen-6-927072
Kvarnbogatan  9,Kungsgärdet,Uppsala kommun,6330000,65257.73,6.0,,97.0,55.0,5.0,,/salda/villa-5rum-kungsgardet-uppsala-kommun-kvarnbogatan-9-921869
Sälgvägen 6,Norby,Uppsala kommun,6075000,50625.0,11.0,,120.0,110.0,7.0,,/salda/villa-7rum-norby-uppsala-kommun-salgvagen-6-922334
Vårdkasvägen 13,Vårdsätra,Uppsala kommun,8125000,44398.91,-7.0,,183.0,,6.0,,/salda/villa-6rum-vardsatra-uppsala-kommun-vardkasvagen-13-921114
Dalgatan 11D,Luthagen,Uppsala kommun,6700000,52755.91,12.0,,127.0,65.0,7.0,,/salda/villa-7rum-luthagen-uppsala-kommun-dalgatan-11d-921829
Liljegatan 20 F,Fålhagen,Uppsala kommun,6500000,48872.18,3.0,,133.0,38.0,6.0,,/salda/villa-6rum-falhagen-uppsala-kommun-liljegatan-20-f-919667
Kronparksvägen  4,Nåntuna / Vilan,Uppsala kommun,4850000,59146.34,21.0,,82.0,82.0,4.0,,/salda/villa-4rum-nantuna-vilan-uppsala-kommun-kronparksvagen-4-919629
Österängsgatan 57,Fålhagen,Uppsala kommun,4750000,40254.24,6.0,,118.0,,5.0,,/salda/villa-5rum-falhagen-uppsala-kommun-osterangsgatan-57-916399
Hovtångsvägen  11,Valsätra,Uppsala kommun,4600000,43396.23,2.0,,106.0,106.0,5.0,,/salda/villa-5rum-valsatra-uppsala-kommun-hovtangsvagen-11-912530
Betgatan 66,Årsta,Uppsala kommun,3850000,25000.0,3.0,,154.0,15.0,6.0,,/salda/villa-6rum-arsta-uppsala-kommun-betgatan-66-913021
Hagtornsstigen 2 B,Sunnersta / Graneberg,Uppsala kommun,6200000,36686.39,-5.0,,169.0,25.0,5.0,,/salda/villa-5rum-sunnersta-graneberg-uppsala-kommun-hagtornsstigen-2-b-908251
Klarbärsgatan 127,Slavsta,"Årsta, Uppsala kommun",4250000,32945.74,-3.0,,129.0,10.0,4.0,,"/salda/villa-4rum-slavsta,-arsta-uppsala-kommun-klarbarsgatan-127-931263"
Nöthårsvägen 14,Nåntuna-Vilan,Uppsala kommun,4050000,29779.41,2.0,,136.0,,5.0,,/salda/villa-5rum-nantuna-vilan-uppsala-kommun-notharsvagen-14-929774
Elin Wägnersgatan 12,Uppsala,Uppsala kommun,4750000,38000.0,-3.0,,125.0,6.0,6.0,,/salda/villa-6rum-uppsala-uppsala-kommun-elin-wagnersgatan-12-930291
Hökvägen 7,Bergsbrunna,Uppsala kommun,5100000,41463.41,22.0,,123.0,121.0,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-hokvagen-7-931171
Kohagsvägen 4,Sunnersta,Uppsala kommun,5840000,30259.07,23.0,,193.0,139.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-kohagsvagen-4-903688
Sellerigatan 10,Årsta,Uppsala kommun,5000000,40983.61,-3.0,,122.0,117.0,5.0,726.0,/salda/villa-5rum-arsta-uppsala-kommun-sellerigatan-10-964709
Pimpstensvägen 55,Stenhagen,Uppsala kommun,4000000,29850.75,3.0,,134.0,9.0,6.0,,/salda/villa-6rum-stenhagen-uppsala-kommun-pimpstensvagen-55-902907
Laduvägen 24,Valsätra,Uppsala kommun,4025000,32459.68,-1.0,,124.0,73.0,6.0,,/salda/villa-6rum-valsatra-uppsala-kommun-laduvagen-24-902306
Sandmovägen 4,Valsätra,Uppsala kommun,5995000,41344.83,0.0,,145.0,196.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-sandmovagen-4-901273
Värnlundsgatan 42,Nyby,Uppsala kommun,4900000,38582.68,-1.0,,127.0,7.0,5.0,,/salda/villa-5rum-nyby-uppsala-kommun-varnlundsgatan-42-900581
Norrtorpsvägen 35,Gottsundagipen/Södra Gottsunda,Uppsala kommun,5475000,33796.3,0.0,,162.0,,5.0,,/salda/villa-5rum-gottsundagipen-sodra-gottsunda-uppsala-kommun-norrtorpsvagen-35-900582
Källarbäcksvägen 43,Vilan,Uppsala kommun,4840000,27976.88,-2.0,,173.0,35.0,6.0,,/salda/villa-6rum-vilan-uppsala-kommun-kallarbacksvagen-43-894461
Stabby allé 14,Luthagen / Stabby,Uppsala kommun,6850000,45666.67,0.0,,150.0,,6.0,,/salda/villa-6rum-luthagen-stabby-uppsala-kommun-stabby-alle-14-893837
Herrhagsvägen 221B,Uppsala,Uppsala kommun,4300000,33333.33,8.0,,129.0,10.0,5.0,,/salda/villa-5rum-uppsala-uppsala-kommun-herrhagsvagen-221b-891713
Holmgångsvägen 3a,Gamla Uppsala,Uppsala kommun,5400000,32142.86,-10.0,,168.0,,5.0,615.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-holmgangsvagen-3a-918201
Hövägen 2,Valsätra,Uppsala kommun,4800000,28235.29,0.0,,170.0,170.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-hovagen-2-892358
Gårdsvägen 21,Bergsbrunna,Uppsala kommun,4975000,32096.77,2.0,,155.0,24.0,5.0,,/salda/villa-5rum-bergsbrunna-uppsala-kommun-gardsvagen-21-891630
Stenhagsvägen 51,Stenhagen,Uppsala kommun,3550000,29583.33,-3.0,,120.0,,6.0,,/salda/villa-6rum-stenhagen-uppsala-kommun-stenhagsvagen-51-890987
Mellanvägen 10,Norby,Uppsala kommun,4600000,37704.92,-16.0,,122.0,134.0,8.0,,/salda/villa-8rum-norby-uppsala-kommun-mellanvagen-10-888405
Hammarbygatan 30,Fålhagen,Uppsala kommun,4670000,71846.15,4.0,,65.0,82.0,5.0,,/salda/villa-5rum-falhagen-uppsala-kommun-hammarbygatan-30-887058
Rörbäcksvägen 36,Vilan,Uppsala kommun,4285000,48693.18,14.0,,88.0,35.0,5.0,,/salda/villa-5rum-vilan-uppsala-kommun-rorbacksvagen-36-887247
Jägarvägen 10B,Uppsala,Uppsala kommun,6450000,55128.21,17.0,,117.0,195.0,,,/salda/villa-117m2-uppsala-uppsala-kommun-jagarvagen-10b-886282
Sehlstedtsgatan 13,Nyby,Uppsala kommun,5660000,47563.03,14.0,,119.0,11.0,6.0,,/salda/villa-6rum-nyby-uppsala-kommun-sehlstedtsgatan-13-885695
Nämndemansvägen 48,Vilan,Uppsala kommun,4560000,35625.0,20.0,,128.0,,6.0,,/salda/villa-6rum-vilan-uppsala-kommun-namndemansvagen-48-885344
Värnlundsgatan 40,Nyby,Uppsala kommun,5000000,39370.08,4.0,,127.0,,6.0,,/salda/villa-6rum-nyby-uppsala-kommun-varnlundsgatan-40-884178
Spanargatan 4,Bärby Hage,Uppsala kommun,4800000,52173.91,0.0,,92.0,92.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-spanargatan-4-929958
Fålhagsgatan 40,Uppsala,Uppsala kommun,7310000,45123.46,5.0,,162.0,83.0,5.0,,/salda/villa-5rum-uppsala-uppsala-kommun-falhagsgatan-40-929881
Blåhakevägen 1B,Sunnersta,Uppsala kommun,3900000,29770.99,-3.0,,131.0,36.0,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-blahakevagen-1b-882562
Pontus Wiknersgatan 2,Luthagen,Uppsala kommun,5800000,49572.65,5.0,,117.0,,4.0,,/salda/villa-4rum-luthagen-uppsala-kommun-pontus-wiknersgatan-2-881696
Geijersgatan 51,Luthagen - Rickomberga,Uppsala kommun,8250000,62500.0,1.0,,132.0,80.0,7.0,,/salda/villa-7rum-luthagen-rickomberga-uppsala-kommun-geijersgatan-51-881327
Häckvägen 3,Uppsala,Uppsala kommun,5910000,41619.72,18.0,,142.0,31.0,7.0,,/salda/villa-7rum-uppsala-uppsala-kommun-hackvagen-3-880756
Balders väg 4B,Gamla Uppsala,Uppsala kommun,8525000,41585.37,5.0,,205.0,,8.0,,/salda/villa-8rum-gamla-uppsala-uppsala-kommun-balders-vag-4b-878585
Källarbäcksvägen 29,Vilan/Nåntuna,Uppsala kommun,4550000,26300.58,-3.0,,173.0,35.0,7.0,,/salda/villa-7rum-vilan-nantuna-uppsala-kommun-kallarbacksvagen-29-878536
Fylkingsvägen 5,Uppsala,Uppsala kommun,5400000,34177.22,11.0,,158.0,,7.0,,/salda/villa-7rum-uppsala-uppsala-kommun-fylkingsvagen-5-877728
Herrhagsvägen 221A,Herrhagen,Uppsala kommun,4470000,34651.16,7.0,,129.0,,5.0,,/salda/villa-5rum-herrhagen-uppsala-kommun-herrhagsvagen-221a-876894
Norrtorpsvägen 22,Uppsala,Uppsala kommun,6100000,33152.17,9.0,,184.0,23.0,7.0,,/salda/villa-7rum-uppsala-stad-uppsala-kommun-norrtorpsvagen-22-879933
Storkällsvägen 14,Brillinge,Uppsala kommun,3610000,42470.59,-2.0,,85.0,,4.0,,/salda/villa-4rum-brillinge-uppsala-kommun-storkallsvagen-14-874391
Åkervägen 30,Uppsala,Uppsala kommun,3850000,40526.32,-3.0,,95.0,95.0,4.0,,/salda/villa-4rum-uppsala-uppsala-kommun-akervagen-30-958579
Malma Backe 7n,Malma Backe,Uppsala kommun,4300000,39090.91,6.0,,110.0,4.0,5.0,,/salda/villa-5rum-malma-backe-uppsala-kommun-malma-backe-7n-873155
Nåntuna backe 48,Nåntuna,Uppsala kommun,5030000,33533.33,-3.0,,150.0,,5.0,842.0,/salda/villa-5rum-nantuna-uppsala-kommun-nantuna-backe-48-896521
Gärdesvägen 1,Sunnersta,Uppsala kommun,4700000,43925.23,0.0,,107.0,37.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-gardesvagen-1-870571
Flygargatan 23,Bärby Hage,Uppsala kommun,5100000,51000.0,28.0,,100.0,100.0,4.0,,/salda/villa-4rum-barby-hage-uppsala-kommun-flygargatan-23-869781
Porsvägen 5,Norby,Uppsala kommun,6650000,57826.09,12.0,,115.0,114.0,7.0,,/salda/villa-7rum-norby-uppsala-kommun-porsvagen-5-869677
Flygargatan 25,Bärby Hage,Uppsala kommun,5050000,49509.8,17.0,,102.0,102.0,3.0,,/salda/villa-3rum-barby-hage-uppsala-kommun-flygargatan-25-868720
Storkällsvägen 7,Brillinge,Uppsala kommun,4010000,47738.1,2.0,,84.0,84.0,6.0,,/salda/villa-6rum-brillinge-uppsala-kommun-storkallsvagen-7-868377
Kolfatsvägen 3,Valsätra,Uppsala kommun,5275000,37678.57,10.0,,140.0,140.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-kolfatsvagen-3-960548
Kiselvägen 26,Herrhagen,Uppsala kommun,4980000,35571.43,6.0,,140.0,7.0,6.0,,/salda/villa-6rum-herrhagen-uppsala-kommun-kiselvagen-26-858576
Bror Wallins Väg 7,Bergsbrunna,Uppsala kommun,3825000,24208.86,9.0,,158.0,,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-bror-wallins-vag-7-855511
Ekolnsvägen 8,Sunnersta,Uppsala kommun,4900000,39200.0,-2.0,,125.0,51.0,,,/salda/villa-125m2-sunnersta-uppsala-kommun-ekolnsvagen-8-855447
Nyckelaxet 11,Bergsbrunna,Uppsala kommun,4300000,31159.42,8.0,,138.0,,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-nyckelaxet-11-853895
Bertilsvägen 17A,Berthåga,Uppsala kommun,6500000,58558.56,18.0,,111.0,57.0,6.0,,/salda/villa-6rum-berthaga-uppsala-kommun-bertilsvagen-17a-960281
Backvägen 21,Sunnersta,Uppsala kommun,5900000,36875.0,-1.0,,160.0,98.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-backvagen-21-852438
Vilanvägen 22,Nåntuna-Vilan,Uppsala kommun,3350000,34895.83,-4.0,,96.0,96.0,5.0,,/salda/villa-5rum-nantuna-vilan-uppsala-kommun-vilanvagen-22-960195
Sandgropsgatan 6,Svartbäcken,Uppsala kommun,5300000,48181.82,7.0,,110.0,,5.0,,/salda/villa-5rum-svartbacken-uppsala-kommun-sandgropsgatan-6-837925
Tegelgatan 14,Kungsgärdet,Uppsala kommun,7500000,66371.68,34.0,,113.0,77.0,5.0,,/salda/villa-5rum-kungsgardet-uppsala-kommun-tegelgatan-14-844997
Nåntuna backe 20,Nåntuna/Vilan,Uppsala kommun,4250000,33730.16,-4.0,,126.0,,4.0,,/salda/villa-4rum-nantuna-vilan-uppsala-kommun-nantuna-backe-20-843848
Balders väg 4D,Gamla Uppsala,Uppsala kommun,7300000,43712.57,7.0,,167.0,,6.0,,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-balders-vag-4d-853661
Hammarbygatan 33,Fålhagen,Uppsala kommun,4760000,71044.78,6.0,,67.0,67.0,6.0,,/salda/villa-6rum-falhagen-uppsala-kommun-hammarbygatan-33-842339
Dammvägen 1,Uppsala,Uppsala kommun,2150000,23888.89,-52.0,,90.0,,4.0,,/salda/villa-4rum-uppsala-stad-uppsala-kommun-dammvagen-1-841566
Duvhöksvägen 6,Bergsbrunna,Uppsala kommun,5200000,39097.74,4.0,,133.0,156.0,8.0,,/salda/villa-8rum-bergsbrunna-uppsala-kommun-duvhoksvagen-6-841399
Vikvägen 6,Vårdsätra,Uppsala kommun,7350000,37886.6,-1.0,,194.0,,6.0,,/salda/villa-6rum-vardsatra-uppsala-kommun-vikvagen-6-839543
Stackmästarvägen 28,Valsätra,Uppsala kommun,4600000,41071.43,-2.0,,112.0,100.0,6.0,,/salda/villa-6rum-valsatra-uppsala-kommun-stackmastarvagen-28-839444
Kypertvägen 3,Nåntuna,Uppsala kommun,4300000,31617.65,-4.0,,136.0,,7.0,,/salda/villa-7rum-nantuna-uppsala-kommun-kypertvagen-3-858307
